Date,Zone_ID,Estimated_Usage_Liters,No_of_Connections,Avg_LPCD
2024-01-18,Z0112,21278,286,74.4
2024-01-18,Z0038,17185,225,76.38
2024-01-18,Z0085,31645,268,118.08
2024-01-18,Z0035,19973,174,114.79
2024-01-18,Z0090,16156,216,74.8
2024-01-18,Z0063,26622,267,99.71
2024-01-18,Z0095,17298,175,98.85
2024-01-18,Z0027,23951,253,94.67
2024-01-18,Z0023,16774,216,77.66
2024-01-18,Z0022,11147,176,63.34
2024-01-18,Z0096,14389,164,87.74
2024-01-18,Z0036,25351,254,99.81
2024-01-18,Z0041,18030,175,103.03
2024-01-18,Z0081,19864,244,81.41
2024-01-18,Z0082,33104,289,114.55
2024-01-18,Z0079,18391,236,77.93
2024-01-18,Z0033,19914,261,76.3
2024-01-18,Z0020,24699,238,103.78
2024-01-18,Z0064,22548,280,80.53
2024-01-18,Z0099,25597,233,109.86
2024-01-18,Z0075,20479,265,77.28
2024-01-18,Z0042,34161,292,116.99
2024-01-18,Z0057,24801,259,95.76
2024-01-18,Z0055,19096,195,97.93
2024-01-18,Z0049,22520,270,83.41
2024-01-18,Z0072,24996,219,114.14
2024-01-19,Z0017,19071,261,73.07
2024-01-19,Z0050,27813,240,115.89
2024-01-19,Z0060,25153,253,99.42
2024-01-19,Z0076,15870,189,83.97
2024-01-19,Z0003,27741,238,116.56
2024-01-19,Z0109,22428,210,106.8
2024-01-19,Z0001,25639,271,94.61
2024-01-19,Z0011,16664,204,81.69
2024-01-19,Z0108,18292,251,72.88
2024-01-19,Z0043,25250,222,113.74
2024-01-19,Z0026,15753,151,104.33
2024-01-19,Z0093,19904,200,99.52
2024-01-19,Z0024,17013,257,66.2
2024-01-19,Z0019,25661,239,107.37
2024-01-19,Z0088,29898,274,109.12
2024-01-19,Z0077,29162,271,107.61
2024-01-19,Z0040,29781,252,118.18
2024-01-19,Z0107,11370,180,63.17
2024-01-19,Z0008,20569,225,91.42
2024-01-19,Z0009,12583,171,73.59
2024-01-19,Z0111,24562,260,94.47
2024-01-19,Z0103,31203,298,104.71
2024-01-19,Z0061,15157,171,88.64
2024-01-19,Z0028,10911,157,69.5
2024-01-19,Z0029,13228,166,79.69
2024-01-19,Z0037,16577,239,69.36
2024-01-19,Z0074,18745,230,81.5
2024-01-19,Z0051,14560,155,93.94
2024-01-19,Z0098,13506,163,82.86
2024-01-19,Z0073,31950,292,109.42
2024-01-19,Z0083,18812,176,106.89
2024-01-19,Z0053,14028,209,67.12
2024-01-19,Z0104,20913,207,101.03
2024-01-19,Z0045,20340,175,116.23
2024-01-19,Z0105,12673,169,74.99
2024-01-19,Z0089,20671,208,99.38
2024-01-19,Z0069,23579,295,79.93
2024-01-19,Z0002,18042,163,110.69
2024-01-19,Z0046,24157,284,85.06
2024-01-19,Z0034,24318,268,90.74
2024-01-19,Z0025,24657,212,116.31
2024-01-19,Z0100,22744,230,98.89
2024-01-19,Z0091,27632,297,93.04
2024-01-19,Z0006,29815,271,110.02
2024-01-19,Z0062,20032,253,79.18
2024-01-19,Z0092,22580,274,82.41
2024-01-19,Z0059,30141,256,117.74
2024-01-19,Z0110,20159,248,81.29
2024-01-19,Z0068,26651,290,91.9
2024-01-19,Z0101,27558,277,99.49
2024-01-19,Z0018,19058,261,73.02
2024-01-19,Z0070,20263,217,93.38
2024-01-19,Z0065,18315,293,62.51
2024-01-19,Z0058,16751,239,70.09
2024-01-19,Z0067,11833,180,65.74
2024-01-19,Z0048,25692,285,90.15
2024-01-19,Z0031,21376,194,110.19
2024-01-19,Z0086,25533,220,116.06
2024-01-19,Z0052,21853,264,82.78
2024-01-19,Z0030,26794,274,97.79
2024-01-19,Z0080,18820,179,105.14
2024-01-19,Z0084,18461,295,62.58
2024-01-19,Z0032,22798,266,85.71
2024-01-19,Z0078,18105,209,86.63
2024-01-19,Z0005,18917,275,68.79
2024-01-19,Z0007,22458,243,92.42
2024-01-19,Z0012,20116,271,74.23
2024-01-19,Z0021,21264,257,82.74
2024-01-19,Z0039,11635,155,75.07
2024-01-19,Z0054,22116,295,74.97
2024-01-19,Z0047,24620,271,90.85
2024-01-19,Z0016,12324,155,79.51
2024-01-19,Z0014,25448,272,93.56
2024-01-19,Z0004,15396,255,60.38
2024-01-19,Z0015,29929,294,101.8
2024-01-19,Z0106,23851,230,103.7
2024-01-19,Z0056,31423,282,111.43
2024-01-19,Z0102,21493,184,116.81
2024-01-19,Z0013,31993,299,107.0
2024-01-19,Z0010,13961,160,87.26
2024-01-19,Z0094,18218,152,119.86
2024-01-19,Z0044,22403,225,99.57
2024-01-19,Z0066,11225,167,67.22
2024-01-19,Z0097,15733,222,70.87
2024-01-19,Z0087,26269,232,113.23
2024-01-19,Z0071,17097,218,78.43
2024-01-19,Z0112,19077,179,106.58
2024-01-19,Z0038,22586,261,86.54
2024-01-19,Z0085,25395,223,113.88
2024-01-19,Z0035,16649,207,80.43
2024-01-19,Z0090,16836,276,61.0
2024-01-19,Z0063,15794,227,69.58
2024-01-19,Z0095,13746,197,69.78
2024-01-19,Z0027,18376,248,74.1
2024-01-19,Z0023,25763,234,110.1
2024-01-19,Z0022,19348,284,68.13
2024-01-19,Z0096,30827,275,112.1
2024-01-19,Z0036,13986,225,62.16
2024-01-19,Z0041,14782,203,72.82
2024-01-19,Z0081,15582,165,94.44
2024-01-19,Z0082,18617,167,111.48
2024-01-19,Z0079,27917,239,116.81
2024-01-19,Z0033,20256,257,78.82
2024-01-19,Z0020,20066,197,101.86
2024-01-19,Z0064,21237,226,93.97
2024-01-19,Z0099,17775,279,63.71
2024-01-19,Z0075,16536,176,93.96
2024-01-19,Z0042,25249,221,114.25
2024-01-19,Z0057,23605,260,90.79
2024-01-19,Z0055,13362,212,63.03
2024-01-19,Z0049,13625,161,84.63
2024-01-19,Z0072,20801,192,108.34
2024-01-20,Z0017,20325,269,75.56
2024-01-20,Z0050,18183,157,115.82
2024-01-20,Z0060,16095,185,87.0
2024-01-20,Z0076,23616,242,97.59
2024-01-20,Z0003,16252,250,65.01
2024-01-20,Z0109,23416,293,79.92
2024-01-20,Z0001,13877,220,63.08
2024-01-20,Z0011,28815,273,105.55
2024-01-20,Z0108,14250,178,80.06
2024-01-20,Z0043,12260,168,72.98
2024-01-20,Z0026,18416,170,108.33
2024-01-20,Z0093,20178,176,114.65
2024-01-20,Z0024,12273,178,68.95
2024-01-20,Z0019,17693,219,80.79
2024-01-20,Z0088,23578,279,84.51
2024-01-20,Z0077,11596,165,70.28
2024-01-20,Z0040,23677,249,95.09
2024-01-20,Z0107,17107,168,101.83
2024-01-20,Z0008,21689,290,74.79
2024-01-20,Z0009,20182,267,75.59
2024-01-20,Z0111,13721,171,80.24
2024-01-20,Z0103,20238,260,77.84
2024-01-20,Z0061,29271,296,98.89
2024-01-20,Z0028,26590,265,100.34
2024-01-20,Z0029,29815,297,100.39
2024-01-20,Z0037,18641,281,66.34
2024-01-20,Z0074,10684,154,69.38
2024-01-20,Z0051,25330,275,92.11
2024-01-20,Z0098,17147,171,100.28
2024-01-20,Z0073,12519,193,64.87
2024-01-20,Z0083,16553,191,86.67
2024-01-20,Z0053,29111,244,119.31
2024-01-20,Z0104,20761,296,70.14
2024-01-20,Z0045,29278,277,105.7
2024-01-20,Z0105,26200,234,111.97
2024-01-20,Z0089,27633,232,119.11
2024-01-20,Z0069,17585,181,97.16
2024-01-20,Z0002,22999,265,86.79
2024-01-20,Z0046,20883,209,99.92
2024-01-20,Z0034,27202,245,111.03
2024-01-20,Z0025,11974,195,61.41
2024-01-20,Z0100,19645,256,76.74
2024-01-20,Z0091,26890,288,93.37
2024-01-20,Z0006,14717,153,96.19
2024-01-20,Z0062,28366,260,109.1
2024-01-20,Z0092,21535,244,88.26
2024-01-20,Z0059,17279,241,71.7
2024-01-20,Z0110,14233,196,72.62
2024-01-20,Z0068,27409,255,107.49
2024-01-20,Z0101,28542,255,111.93
2024-01-20,Z0018,16360,257,63.66
2024-01-20,Z0070,12398,189,65.6
2024-01-20,Z0065,24821,224,110.81
2024-01-20,Z0058,11126,161,69.11
2024-01-20,Z0067,16834,176,95.65
2024-01-20,Z0048,19988,198,100.95
2024-01-20,Z0031,12556,209,60.08
2024-01-20,Z0086,17838,233,76.56
2024-01-20,Z0052,10631,174,61.1
2024-01-20,Z0030,16144,159,101.54
2024-01-20,Z0080,15012,189,79.43
2024-01-20,Z0084,25179,254,99.13
2024-01-20,Z0032,12465,196,63.6
2024-01-20,Z0078,11511,171,67.32
2024-01-20,Z0005,17103,256,66.81
2024-01-20,Z0007,18429,229,80.48
2024-01-20,Z0012,27543,238,115.73
2024-01-20,Z0021,19518,222,87.92
2024-01-20,Z0039,10319,159,64.9
2024-01-20,Z0054,15034,169,88.96
2024-01-20,Z0047,18399,215,85.58
2024-01-20,Z0016,28244,273,103.46
2024-01-20,Z0014,27852,279,99.83
2024-01-20,Z0004,19038,227,83.87
2024-01-20,Z0015,18600,164,113.42
2024-01-20,Z0106,21864,233,93.84
2024-01-20,Z0056,14146,173,81.77
2024-01-20,Z0102,16936,259,65.39
2024-01-20,Z0013,19956,295,67.65
2024-01-20,Z0010,30963,277,111.78
2024-01-20,Z0094,20511,299,68.6
2024-01-20,Z0044,22105,185,119.49
2024-01-20,Z0066,15651,171,91.53
2024-01-20,Z0097,27402,229,119.66
2024-01-20,Z0087,24642,245,100.58
2024-01-20,Z0071,34677,297,116.76
2024-01-20,Z0112,19690,258,76.32
2024-01-20,Z0038,29209,298,98.02
2024-01-20,Z0085,22949,289,79.41
2024-01-20,Z0035,22040,236,93.39
2024-01-20,Z0090,13273,195,68.07
2024-01-20,Z0063,22283,193,115.46
2024-01-20,Z0095,23365,203,115.1
2024-01-20,Z0027,19537,247,79.1
2024-01-20,Z0023,14805,176,84.12
2024-01-20,Z0022,19556,253,77.3
2024-01-20,Z0096,25871,228,113.47
2024-01-20,Z0036,14284,180,79.36
2024-01-20,Z0041,15982,232,68.89
2024-01-20,Z0081,20103,181,111.07
2024-01-20,Z0082,20963,184,113.93
2024-01-20,Z0079,11587,178,65.1
2024-01-20,Z0033,20203,244,82.8
2024-01-20,Z0020,18163,218,83.32
2024-01-20,Z0064,19846,238,83.39
2024-01-20,Z0099,21934,278,78.9
2024-01-20,Z0075,15306,236,64.86
2024-01-20,Z0042,17589,203,86.65
2024-01-20,Z0057,22821,203,112.42
2024-01-20,Z0055,28143,248,113.48
2024-01-20,Z0049,21975,276,79.62
2024-01-20,Z0072,20566,260,79.1
2024-01-21,Z0017,23516,233,100.93
2024-01-21,Z0050,18099,178,101.68
2024-01-21,Z0060,29206,280,104.31
2024-01-21,Z0076,26113,257,101.61
2024-01-21,Z0003,19453,258,75.4
2024-01-21,Z0109,13090,153,85.56
2024-01-21,Z0001,17440,168,103.81
2024-01-21,Z0011,29121,290,100.42
2024-01-21,Z0108,18435,235,78.45
2024-01-21,Z0043,25227,260,97.03
2024-01-21,Z0026,17378,235,73.95
2024-01-21,Z0093,17459,191,91.41
2024-01-21,Z0024,23419,264,88.71
2024-01-21,Z0019,14720,192,76.67
2024-01-21,Z0088,18635,286,65.16
2024-01-21,Z0077,22283,188,118.53
2024-01-21,Z0040,15723,160,98.27
2024-01-21,Z0107,9998,160,62.49
2024-01-21,Z0008,17028,168,101.36
2024-01-21,Z0009,20794,265,78.47
2024-01-21,Z0111,25384,214,118.62
2024-01-21,Z0103,20992,221,94.99
2024-01-21,Z0061,30336,267,113.62
2024-01-21,Z0028,15359,156,98.46
2024-01-21,Z0029,25155,210,119.79
2024-01-21,Z0037,29506,289,102.1
2024-01-21,Z0074,20782,259,80.24
2024-01-21,Z0051,22936,200,114.68
2024-01-21,Z0098,20268,195,103.94
2024-01-21,Z0073,31997,270,118.51
2024-01-21,Z0083,27983,274,102.13
2024-01-21,Z0053,26643,265,100.54
2024-01-21,Z0104,25948,224,115.84
2024-01-21,Z0045,13611,156,87.25
2024-01-21,Z0105,13152,160,82.2
2024-01-21,Z0089,13601,172,79.08
2024-01-21,Z0069,20992,260,80.74
2024-01-21,Z0002,17864,203,88.0
2024-01-21,Z0046,22228,246,90.36
2024-01-21,Z0034,14453,227,63.67
2024-01-21,Z0025,28886,241,119.86
2024-01-21,Z0100,27191,242,112.36
2024-01-21,Z0091,29267,259,113.0
2024-01-21,Z0006,20893,251,83.24
2024-01-21,Z0062,19010,196,96.99
2024-01-21,Z0092,23178,213,108.82
2024-01-21,Z0059,15433,156,98.93
2024-01-21,Z0110,19766,223,88.64
2024-01-21,Z0068,25991,284,91.52
2024-01-21,Z0101,16733,199,84.09
2024-01-21,Z0018,15645,201,77.84
2024-01-21,Z0070,15921,153,104.06
2024-01-21,Z0065,14250,153,93.14
2024-01-21,Z0058,12326,184,66.99
2024-01-21,Z0067,17097,185,92.42
2024-01-21,Z0048,27390,272,100.7
2024-01-21,Z0031,20720,181,114.48
2024-01-21,Z0086,20747,295,70.33
2024-01-21,Z0052,15427,165,93.5
2024-01-21,Z0030,17233,180,95.74
2024-01-21,Z0080,15175,166,91.42
2024-01-21,Z0084,16948,188,90.15
2024-01-21,Z0032,11600,179,64.81
2024-01-21,Z0078,21029,215,97.81
2024-01-21,Z0005,19796,185,107.01
2024-01-21,Z0007,11908,150,79.39
2024-01-21,Z0012,28264,239,118.26
2024-01-21,Z0021,29239,283,103.32
2024-01-21,Z0039,20719,235,88.17
2024-01-21,Z0054,27977,295,94.84
2024-01-21,Z0047,15157,250,60.63
2024-01-21,Z0016,12548,182,68.95
2024-01-21,Z0014,18841,161,117.03
2024-01-21,Z0004,32154,286,112.43
2024-01-21,Z0015,24493,225,108.86
2024-01-21,Z0106,22979,266,86.39
2024-01-21,Z0056,17819,266,66.99
2024-01-21,Z0102,16026,167,95.97
2024-01-21,Z0013,16165,257,62.9
2024-01-21,Z0010,23433,271,86.47
2024-01-21,Z0094,25916,272,95.28
2024-01-21,Z0044,23635,262,90.21
2024-01-21,Z0066,12498,171,73.09
2024-01-21,Z0097,27017,276,97.89
2024-01-21,Z0087,15089,174,86.72
2024-01-21,Z0071,19854,234,84.85
2024-01-21,Z0112,32810,293,111.98
2024-01-21,Z0038,23771,268,88.7
2024-01-21,Z0085,19010,299,63.58
2024-01-21,Z0035,14707,191,77.0
2024-01-21,Z0090,20645,223,92.58
2024-01-21,Z0063,17563,271,64.81
2024-01-21,Z0095,18985,272,69.8
2024-01-21,Z0027,24253,232,104.54
2024-01-21,Z0023,14809,178,83.2
2024-01-21,Z0022,12882,155,83.11
2024-01-21,Z0096,16960,187,90.7
2024-01-21,Z0036,33450,296,113.01
2024-01-21,Z0041,17324,157,110.35
2024-01-21,Z0081,20613,233,88.47
2024-01-21,Z0082,14402,234,61.55
2024-01-21,Z0079,26912,285,94.43
2024-01-21,Z0033,27045,226,119.67
2024-01-21,Z0020,14768,158,93.47
2024-01-21,Z0064,15099,226,66.81
2024-01-21,Z0099,14493,220,65.88
2024-01-21,Z0075,27444,251,109.34
2024-01-21,Z0042,15814,171,92.48
2024-01-21,Z0057,11972,150,79.82
2024-01-21,Z0055,22600,259,87.26
2024-01-21,Z0049,16933,262,64.63
2024-01-21,Z0072,19165,161,119.04
2024-01-22,Z0017,26316,261,100.83
2024-01-22,Z0050,17158,270,63.55
2024-01-22,Z0060,28599,283,101.06
2024-01-22,Z0076,11927,174,68.55
2024-01-22,Z0003,18986,290,65.47
2024-01-22,Z0109,11435,177,64.61
2024-01-22,Z0001,21248,212,100.23
2024-01-22,Z0011,17353,205,84.65
2024-01-22,Z0108,22053,260,84.82
2024-01-22,Z0043,15324,217,70.62
2024-01-22,Z0026,25503,216,118.07
2024-01-22,Z0093,16076,155,103.72
2024-01-22,Z0024,21729,243,89.42
2024-01-22,Z0019,10972,174,63.06
2024-01-22,Z0088,24913,231,107.85
2024-01-22,Z0077,20480,215,95.26
2024-01-22,Z0040,17170,194,88.51
2024-01-22,Z0107,22662,212,106.9
2024-01-22,Z0008,25684,263,97.66
2024-01-22,Z0009,35386,296,119.55
2024-01-22,Z0111,20450,202,101.24
2024-01-22,Z0103,17903,163,109.84
2024-01-22,Z0061,20876,200,104.38
2024-01-22,Z0028,13448,168,80.05
2024-01-22,Z0029,25037,241,103.89
2024-01-22,Z0037,20012,182,109.96
2024-01-22,Z0074,17429,272,64.08
2024-01-22,Z0051,17484,275,63.58
2024-01-22,Z0098,16963,248,68.4
2024-01-22,Z0073,23025,229,100.55
2024-01-22,Z0083,25074,275,91.18
2024-01-22,Z0053,12900,203,63.55
2024-01-22,Z0104,17793,177,100.53
2024-01-22,Z0045,11828,195,60.66
2024-01-22,Z0105,20133,234,86.04
2024-01-22,Z0089,27960,234,119.49
2024-01-22,Z0069,17389,214,81.26
2024-01-22,Z0002,26439,264,100.15
2024-01-22,Z0046,21785,256,85.1
2024-01-22,Z0034,21612,226,95.63
2024-01-22,Z0025,17612,236,74.63
2024-01-22,Z0100,26313,298,88.3
2024-01-22,Z0091,22612,240,94.22
2024-01-22,Z0006,24775,237,104.54
2024-01-22,Z0062,30334,284,106.81
2024-01-22,Z0092,23756,233,101.96
2024-01-22,Z0059,24408,240,101.7
2024-01-22,Z0110,21862,258,84.74
2024-01-22,Z0068,17697,170,104.1
2024-01-22,Z0101,17703,261,67.83
2024-01-22,Z0018,18653,236,79.04
2024-01-22,Z0070,16933,266,63.66
2024-01-22,Z0065,16075,177,90.82
2024-01-22,Z0058,13770,174,79.14
2024-01-22,Z0067,17056,190,89.77
2024-01-22,Z0048,12244,187,65.48
2024-01-22,Z0031,21300,224,95.09
2024-01-22,Z0086,10709,152,70.46
2024-01-22,Z0052,15785,248,63.65
2024-01-22,Z0030,16386,168,97.54
2024-01-22,Z0080,22376,265,84.44
2024-01-22,Z0084,20937,184,113.79
2024-01-22,Z0032,26023,275,94.63
2024-01-22,Z0078,18792,238,78.96
2024-01-22,Z0005,32116,296,108.5
2024-01-22,Z0007,18268,174,104.99
2024-01-22,Z0012,20941,222,94.33
2024-01-22,Z0021,20684,296,69.88
2024-01-22,Z0039,16469,229,71.92
2024-01-22,Z0054,23122,295,78.38
2024-01-22,Z0047,26205,274,95.64
2024-01-22,Z0016,14550,170,85.59
2024-01-22,Z0014,26923,245,109.89
2024-01-22,Z0004,19435,188,103.38
2024-01-22,Z0015,14481,159,91.08
2024-01-22,Z0106,12859,167,77.0
2024-01-22,Z0056,29786,274,108.71
2024-01-22,Z0102,13653,164,83.25
2024-01-22,Z0013,12407,158,78.53
2024-01-22,Z0010,21344,281,75.96
2024-01-22,Z0094,20215,292,69.23
2024-01-22,Z0044,20586,201,102.42
2024-01-22,Z0066,14457,154,93.88
2024-01-22,Z0097,33379,295,113.15
2024-01-22,Z0087,28047,242,115.9
2024-01-22,Z0071,26628,258,103.21
2024-01-22,Z0112,16587,244,67.98
2024-01-22,Z0038,13597,216,62.95
2024-01-22,Z0085,16428,259,63.43
2024-01-22,Z0035,15975,266,60.06
2024-01-22,Z0090,21306,191,111.55
2024-01-22,Z0063,22859,269,84.98
2024-01-22,Z0095,13827,186,74.34
2024-01-22,Z0027,23443,222,105.6
2024-01-22,Z0023,28131,279,100.83
2024-01-22,Z0022,15169,209,72.58
2024-01-22,Z0096,20455,189,108.23
2024-01-22,Z0036,27160,234,116.07
2024-01-22,Z0041,16448,238,69.11
2024-01-22,Z0081,14130,169,83.61
2024-01-22,Z0082,32896,279,117.91
2024-01-22,Z0079,25609,271,94.5
2024-01-22,Z0033,26410,255,103.57
2024-01-22,Z0020,21241,248,85.65
2024-01-22,Z0064,21039,267,78.8
2024-01-22,Z0099,16116,218,73.93
2024-01-22,Z0075,12565,208,60.41
2024-01-22,Z0042,19778,275,71.92
2024-01-22,Z0057,31854,293,108.72
2024-01-22,Z0055,20881,254,82.21
2024-01-22,Z0049,20381,184,110.77
2024-01-22,Z0072,24720,251,98.49
2024-01-23,Z0017,14382,179,80.35
2024-01-23,Z0050,26126,293,89.17
2024-01-23,Z0060,14351,221,64.94
2024-01-23,Z0076,24853,229,108.53
2024-01-23,Z0003,17717,191,92.76
2024-01-23,Z0109,17383,156,111.43
2024-01-23,Z0001,13984,183,76.42
2024-01-23,Z0011,15720,155,101.42
2024-01-23,Z0108,28568,283,100.95
2024-01-23,Z0043,23036,230,100.16
2024-01-23,Z0026,20301,224,90.63
2024-01-23,Z0093,20687,264,78.36
2024-01-23,Z0024,19140,177,108.14
2024-01-23,Z0019,19685,227,86.72
2024-01-23,Z0088,17163,170,100.96
2024-01-23,Z0077,26487,252,105.11
2024-01-23,Z0040,24813,221,112.28
2024-01-23,Z0107,20561,261,78.78
2024-01-23,Z0008,22503,208,108.19
2024-01-23,Z0009,26393,258,102.3
2024-01-23,Z0111,20256,205,98.81
2024-01-23,Z0103,20677,184,112.38
2024-01-23,Z0061,28229,253,111.58
2024-01-23,Z0028,13279,150,88.53
2024-01-23,Z0029,16543,236,70.1
2024-01-23,Z0037,22534,224,100.6
2024-01-23,Z0074,21882,212,103.22
2024-01-23,Z0051,24461,276,88.63
2024-01-23,Z0098,33521,282,118.87
2024-01-23,Z0073,15589,152,102.56
2024-01-23,Z0083,27361,248,110.33
2024-01-23,Z0053,26575,261,101.82
2024-01-23,Z0104,27513,244,112.76
2024-01-23,Z0045,11824,173,68.35
2024-01-23,Z0105,19512,231,84.47
2024-01-23,Z0089,14649,228,64.25
2024-01-23,Z0069,17732,176,100.75
2024-01-23,Z0002,13686,185,73.98
2024-01-23,Z0046,17084,228,74.93
2024-01-23,Z0034,21914,196,111.81
2024-01-23,Z0025,26312,247,106.53
2024-01-23,Z0100,23265,245,94.96
2024-01-23,Z0091,24554,265,92.66
2024-01-23,Z0006,9505,150,63.37
2024-01-23,Z0062,18566,228,81.43
2024-01-23,Z0092,18981,270,70.3
2024-01-23,Z0059,19967,231,86.44
2024-01-23,Z0110,11928,187,63.79
2024-01-23,Z0068,18000,240,75.0
2024-01-23,Z0101,24947,250,99.79
2024-01-23,Z0018,18819,205,91.8
2024-01-23,Z0070,19881,233,85.33
2024-01-23,Z0065,12267,171,71.74
2024-01-23,Z0058,18346,165,111.19
2024-01-23,Z0067,23583,277,85.14
2024-01-23,Z0048,12717,166,76.61
2024-01-23,Z0031,32322,279,115.85
2024-01-23,Z0086,23269,243,95.76
2024-01-23,Z0052,16476,218,75.58
2024-01-23,Z0030,13625,165,82.58
2024-01-23,Z0080,12902,215,60.01
2024-01-23,Z0084,22604,249,90.78
2024-01-23,Z0032,18695,171,109.33
2024-01-23,Z0078,29155,259,112.57
2024-01-23,Z0005,25460,220,115.73
2024-01-23,Z0007,25173,246,102.33
2024-01-23,Z0012,25497,281,90.74
2024-01-23,Z0021,14871,231,64.38
2024-01-23,Z0039,20234,208,97.28
2024-01-23,Z0054,13110,177,74.07
2024-01-23,Z0047,14559,219,66.48
2024-01-23,Z0016,11571,183,63.23
2024-01-23,Z0014,19499,255,76.47
2024-01-23,Z0004,21879,262,83.51
2024-01-23,Z0015,14550,167,87.13
2024-01-23,Z0106,22702,262,86.65
2024-01-23,Z0056,20473,188,108.9
2024-01-23,Z0102,24256,228,106.39
2024-01-23,Z0013,19095,179,106.68
2024-01-23,Z0010,12887,207,62.26
2024-01-23,Z0094,19577,220,88.99
2024-01-23,Z0044,23906,255,93.75
2024-01-23,Z0066,16407,219,74.92
2024-01-23,Z0097,25938,217,119.53
2024-01-23,Z0087,22467,201,111.78
2024-01-23,Z0071,18223,178,102.38
2024-01-23,Z0112,25317,227,111.53
2024-01-23,Z0038,26379,225,117.24
2024-01-23,Z0085,31647,277,114.25
2024-01-23,Z0035,17341,221,78.47
2024-01-23,Z0090,19390,262,74.01
2024-01-23,Z0063,19880,232,85.69
2024-01-23,Z0095,17773,209,85.04
2024-01-23,Z0027,15451,179,86.32
2024-01-23,Z0023,24634,275,89.58
2024-01-23,Z0022,12684,191,66.41
2024-01-23,Z0096,14464,180,80.36
2024-01-23,Z0036,22968,295,77.86
2024-01-23,Z0041,13094,166,78.88
2024-01-23,Z0081,29772,259,114.95
2024-01-23,Z0082,15789,205,77.02
2024-01-23,Z0079,13231,206,64.23
2024-01-23,Z0033,19439,184,105.65
2024-01-23,Z0020,30379,278,109.28
2024-01-23,Z0064,25108,214,117.33
2024-01-23,Z0099,18968,170,111.58
2024-01-23,Z0075,30257,272,111.24
2024-01-23,Z0042,15874,175,90.71
2024-01-23,Z0057,23580,214,110.19
2024-01-23,Z0055,18123,166,109.18
2024-01-23,Z0049,20442,172,118.85
2024-01-23,Z0072,19848,220,90.22
2024-01-24,Z0017,22844,195,117.15
2024-01-24,Z0050,19687,227,86.73
2024-01-24,Z0060,24860,245,101.47
2024-01-24,Z0076,11393,159,71.66
2024-01-24,Z0003,20746,230,90.2
2024-01-24,Z0109,21742,219,99.28
2024-01-24,Z0001,25077,254,98.73
2024-01-24,Z0011,13506,207,65.25
2024-01-24,Z0108,21602,295,73.23
2024-01-24,Z0043,15347,246,62.39
2024-01-24,Z0026,21487,284,75.66
2024-01-24,Z0093,14280,176,81.14
2024-01-24,Z0024,13088,185,70.75
2024-01-24,Z0019,14926,218,68.47
2024-01-24,Z0088,22389,204,109.75
2024-01-24,Z0077,27223,229,118.88
2024-01-24,Z0040,23760,268,88.66
2024-01-24,Z0107,17969,184,97.66
2024-01-24,Z0008,23128,236,98.0
2024-01-24,Z0009,28604,246,116.28
2024-01-24,Z0111,24915,220,113.25
2024-01-24,Z0103,18423,181,101.79
2024-01-24,Z0061,12314,192,64.14
2024-01-24,Z0028,14056,150,93.71
2024-01-24,Z0029,12610,155,81.36
2024-01-24,Z0037,24087,220,109.49
2024-01-24,Z0074,24713,298,82.93
2024-01-24,Z0051,17662,246,71.8
2024-01-24,Z0098,19714,200,98.57
2024-01-24,Z0073,19513,205,95.19
2024-01-24,Z0083,14796,181,81.75
2024-01-24,Z0053,12788,177,72.25
2024-01-24,Z0104,23070,279,82.69
2024-01-24,Z0045,29724,263,113.02
2024-01-24,Z0105,11801,164,71.96
2024-01-24,Z0089,11002,171,64.34
2024-01-24,Z0069,23084,223,103.52
2024-01-24,Z0002,22133,266,83.21
2024-01-24,Z0046,16312,237,68.83
2024-01-24,Z0034,24920,269,92.64
2024-01-24,Z0025,12434,206,60.36
2024-01-24,Z0100,20177,270,74.73
2024-01-24,Z0091,23043,286,80.57
2024-01-24,Z0006,11570,166,69.7
2024-01-24,Z0062,24766,261,94.89
2024-01-24,Z0092,21715,234,92.8
2024-01-24,Z0059,20531,223,92.07
2024-01-24,Z0110,17322,167,103.73
2024-01-24,Z0068,23990,250,95.96
2024-01-24,Z0101,13665,166,82.32
2024-01-24,Z0018,32910,281,117.12
2024-01-24,Z0070,28212,297,94.99
2024-01-24,Z0065,22118,196,112.85
2024-01-24,Z0058,12456,158,78.84
2024-01-24,Z0067,11970,164,72.99
2024-01-24,Z0048,10958,168,65.23
2024-01-24,Z0031,14950,175,85.43
2024-01-24,Z0086,23485,241,97.45
2024-01-24,Z0052,22708,280,81.1
2024-01-24,Z0030,17803,191,93.21
2024-01-24,Z0080,24459,225,108.71
2024-01-24,Z0084,21944,212,103.51
2024-01-24,Z0032,21960,198,110.91
2024-01-24,Z0078,29549,248,119.15
2024-01-24,Z0005,28998,249,116.46
2024-01-24,Z0007,12534,156,80.35
2024-01-24,Z0012,26969,249,108.31
2024-01-24,Z0021,16991,203,83.7
2024-01-24,Z0039,12117,198,61.2
2024-01-24,Z0054,26814,267,100.43
2024-01-24,Z0047,23413,241,97.15
2024-01-24,Z0016,21143,297,71.19
2024-01-24,Z0014,21051,227,92.74
2024-01-24,Z0004,22893,239,95.79
2024-01-24,Z0015,10781,175,61.61
2024-01-24,Z0106,14070,212,66.37
2024-01-24,Z0056,22331,217,102.91
2024-01-24,Z0102,12930,151,85.63
